Fecha;23/01/2025 20:20;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
COD_ART;NOM_ART;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA
430101;Pan Bocadillo Sin Sal Añadida Easy;MEC;187,00569;56;0;(en blanco);0;(en blanco);(en blanco);;;;112;1,9;;;;;;
430301;Panecillo Semillas Easy;VIME;127,17655;125;0;(en blanco);1;28/01/2025;265;;;;2;0;;;;;;
430401;Mini Panecillo Easy;VIME;134,85559;537;0;(en blanco);675;27/01/2025;691;;;;2.785;46,4;444;29,6;81;5,4;;36,50%
430621;Pepito Easy;MEC;166,2776;2206;0;(en blanco);648;22/01/2025;1136;;;;6.700;111,7;2.616;174,4;2.655;177;;6,60%
430702;Panecito Ecológico Easy;MEC;158,42696;1616;0;(en blanco);243;(en blanco);(en blanco);;;;3.264;54,4;3.403;226,9;3.486;232,4;;6,50%
430731;Panecito Easy;MEC;158,31932;755;0;(en blanco);92;22/01/2025;1056;;;;8.006;133,4;2.393;159,5;2.592;172,8;;6,20%
431610;Bollito 100% Integral Easy Pack 8 unidades;VIME;136,00086;341;0;420;8;(en blanco);(en blanco);;;;641;10,7;104;6,9;241;16,1;;2,90%
432111;Pepito Sin Sal Añadida Easy;MEC;166,22628;434;0;(en blanco);0;28/01/2025;514;;;;1.040;17,3;451;30,1;398;26,5;;7,60%
432211;Pepito con Salvado Easy;MEC;166,21578;900;0;(en blanco);169;22/01/2025;45;;;;1.696;28,3;1.015;67,7;422;28,1;;16,00%
432311;Pepito con Salvado Sin Sal Añadida Easy;MEC;166,21039;348;0;(en blanco);0;22/01/2025;345;;;;581;9,7;310;20,7;409;27,3;;5,10%
432421;Bollo Easy;MEC;149,60847;475;0;(en blanco);5;29/01/2025;311;;;;1.221;20,4;759;50,6;379;25,3;;13,40%
432501;Pan Bocadillo con Salvado Easy;MEC;187,00706;0;0;(en blanco);0;(en blanco);(en blanco);;;;101;1,7;;;;;;
432821;Pan Bocadillo Easy;MEC;169,99643;1363;0;(en blanco);5;22/01/2025;0;;;;1.919;32;621;41,4;609;40,6;;6,80%
432911;Panecito con Salvado Easy;MEC;158,39643;307;0;(en blanco);5;29/01/2025;334;;;;2.332;38,9;849;56,6;644;42,9;;8,80%
433701;Bollito Easy Pack de 8 Uds;VIME;133,91913;165;0;588;0;(en blanco);(en blanco);;;;220;3,7;77;5,1;77;5,1;;6,70%
434011;Panecito Sin Sal Añadida Easy;MEC;158,39017;278;0;(en blanco);0;29/01/2025;331;;;;751;12,5;174;11,6;308;20,5;;3,80%
434111;Panecito con Salvado Sin Sal Añadida Easy;MEC;158,40635;251;0;392;0;(en blanco);(en blanco);;;;336;5,6;168;11,2;;;;0,00%
434201;Viena Easy;MEC;185,45964;853;0;(en blanco);87;30/01/2025;381;;;;2.725;45,4;678;45,2;799;53,3;;5,70%
434721;Bollito Easy;VIME;134,85559;417;0;(en blanco);12;27/01/2025;411;;;;2.319;38,7;557;37,1;971;64,7;;3,80%
435711;Rombito Integral 100%;VIME;122,40097;128;0;(en blanco);1;(en blanco);(en blanco);;;;158;2,6;;;;;;
436011;Rombito Rústico;VIME;133,84615;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;4;0,3;4;0,3;;6,70%
436701;Mollete Multicereal con Quinoa (3%);MEC;134,87342;272;0;(en blanco);1;(en blanco);(en blanco);;;;8;0,1;;;;;;
438801;Panecillo con Semillas;VIME;138,83391;129;0;84;34;(en blanco);(en blanco);;;;313;5,2;26;1,7;34;2,3;;5,10%
453211;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;588;39,2;9.744;649,6;;0,40%
453221;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;8.036;535,7;1.064;70,9;;50,40%
453223;Panecillo 100% Integral;VIME;102,00064;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;252;16,8;;;;0,00%
453233;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;1;0;;;;;;
453241;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;270;4,5;;;;;;
453243;Panecillo 100% Integral;VIME;123,95874;86;0;525;29;27/01/2025;505;;;;804;13,4;;;;;;
453251;Panecillo 100% Integral;VIME;118,69587;1455;0;252;504;27/01/2025;951;;;;16.380;273;;;;;;
454001;Panecillo 100% Integral;VIME;98,9047;0;0;(en blanco);0;(en blanco);(en blanco);;;;61;1;7;0,5;29;1,9;;1,60%
5718540;Panecillo con  Semillas;VIME;138,85714;364;0;560;1260;24/01/2025;2268;;;;15.429;257,2;1.745;116,3;4.564;304,3;;2,50%
5718619;Pulguita;MEC;160,291;77;0;1540;476;28/01/2025;1296;;;;8.988;149,8;3.733;248,9;6.808;453,9;;3,70%
5720811;Baguetina Cereales;VIME;107,09612;129;0;1092;1624;24/01/2025;3303;;;;11.509;191,8;;;;;;
604301;Pepito Easy Pack 5 uds;MEC;166,21437;160;0;(en blanco);6;(en blanco);(en blanco);;;;157;2,6;;;;;;
Total general;;;;;;;;;;;;;113.785;1.896,40;47.183;3.145,50;51.674;3.444,90;;6,10%
