Fecha;22/01/2025 12:55;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
COD_ART;NOM_ART;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA
432111;Pepito Sin Sal Añadida Easy;MEC;166,22628;538;0;(en blanco);0;21/01/2025;343;;;;1.154;19,2;573;38,2;515;34,3;;7,40%
432211;Pepito con Salvado Easy;MEC;166,21578;765;0;(en blanco);169;22/01/2025;353;;;;1.699;28,3;782;52,1;808;53,9;;6,50%
432311;Pepito con Salvado Sin Sal Añadida Easy;MEC;166,21039;13;0;(en blanco);0;22/01/2025;340;;;;581;9,7;311;20,7;406;27,1;;5,10%
432421;Bollo Easy;MEC;149,60847;504;0;(en blanco);0;(en blanco);(en blanco);;;;1.221;20,4;595;39,7;617;41,1;;6,40%
432501;Pan Bocadillo con Salvado Easy;MEC;187,00706;0;0;(en blanco);0;(en blanco);(en blanco);;;;101;1,7;;;;;;
432821;Pan Bocadillo Easy;MEC;169,99643;940;0;(en blanco);7;22/01/2025;343;;;;1.919;32;530;35,3;696;46,4;;5,10%
432911;Panecito con Salvado Easy;MEC;158,39643;311;0;(en blanco);5;(en blanco);(en blanco);;;;2.332;38,9;870;58;604;40,3;;9,60%
433701;Bollito Easy Pack de 8 Uds;VIME;133,91913;757;0;(en blanco);0;(en blanco);(en blanco);;;;227;3,8;70;4,7;72;4,8;;6,50%
434011;Panecito Sin Sal Añadida Easy;MEC;158,39017;278;0;(en blanco);0;21/01/2025;331;;;;835;13,9;174;11,6;308;20,5;;3,80%
434111;Panecito con Salvado Sin Sal Añadida Easy;MEC;158,40635;251;0;392;0;(en blanco);(en blanco);;;;336;5,6;168;11,2;;;;0,00%
434201;Viena Easy;MEC;185,45964;886;0;(en blanco);49;(en blanco);(en blanco);;;;2.733;45,6;667;44,5;766;51,1;;5,80%
434721;Bollito Easy;VIME;134,85559;449;0;(en blanco);9;20/01/2025;318;;;;2.331;38,9;567;37,8;962;64,1;;3,90%
435711;Rombito Integral 100%;VIME;122,40097;136;0;(en blanco);2;(en blanco);(en blanco);;;;163;2,7;;;;;;
436011;Rombito Rústico;VIME;133,84615;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;4;0,3;4;0,3;;6,70%
436701;Mollete Multicereal con Quinoa (3%);MEC;134,87342;273;0;(en blanco);0;(en blanco);(en blanco);;;;8;0,1;;;;;;
438801;Panecillo con Semillas;VIME;138,83391;79;0;140;85;(en blanco);(en blanco);;;;314;5,2;25;1,7;28;1,9;;6,00%
453211;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1.344;89,6;8.120;541,3;;1,10%
453221;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;7.476;498,4;1.624;108,3;;30,70%
453223;Panecillo 100% Integral;VIME;102,00064;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;252;16,8;;;;0,00%
453233;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;1;0;;;;;;
453241;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;270;4,5;;;;;;
453243;Panecillo 100% Integral;VIME;123,95874;88;0;525;224;(en blanco);(en blanco);;;;806;13,4;;;;;;
453251;Panecillo 100% Integral;VIME;118,69587;1456;0;224;252;20/01/2025;237;;;;16.380;273;;;;;;
454001;Panecillo 100% Integral;VIME;98,9047;0;0;(en blanco);0;(en blanco);(en blanco);;;;115;1,9;4;0,3;32;2,1;;0,80%
5718540;Panecillo con  Semillas;VIME;138,85714;420;0;952;392;24/01/2025;1134;;;;15.429;257,2;1.912;127,5;2.941;196,1;;4,30%
5718619;Pulguita;MEC;160,291;77;0;2016;476;23/01/2025;1620;;;;8.988;149,8;4.096;273,1;4.289;285,9;;6,40%
5720811;Baguetina Cereales;VIME;107,09612;129;0;1344;980;24/01/2025;879;;;;11.509;191,8;;;;;;
604301;Pepito Easy Pack 5 uds;MEC;166,21437;166;0;(en blanco);0;(en blanco);(en blanco);;;;163;2,7;;;;;;
Total general;;;;;;;;;;;;;114.469;1.907,80;46.581;3.105,40;47.970;3.198,00;;6,50%
