Fecha;14/01/2025 16:34;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
COD_ART;NOM_ART;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA
407411;Bollo Rústico Semillado;VIME;130,89596;125;0;(en blanco);1;(en blanco);(en blanco);0,3;4;0,3;235;3,9;;;;;0,00%;
411001;Chapata Mini;VIME;134,71253;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;112;7,5;80;5,3;;9,30%
421702;Barra de Viena Ecológica Easy;MEC;180,00603;601;0;(en blanco);0;(en blanco);(en blanco);;;;952;15,9;;;;;;
421802;Bollo Ecológico Easy;MEC;163,20404;691;0;(en blanco);0;10/01/2025;30;;;;686;11,4;;;;;;
422002;Barra de Viena 15%  Integral  Ecológico Easy;MEC;179,99915;339;0;(en blanco);0;(en blanco);(en blanco);;;;383;6,4;;;;;;
423111;Panecillo con Cereales y Semillas;VIME;155,78171;470;0;(en blanco);2;11/01/2025;8;4,7;70;4,7;777;13;;;;;0,00%;
423301;Mollete Pack 4 UDS;MEC;167,3356;110;0;(en blanco);0;(en blanco);(en blanco);1,9;28;1,9;140;2,3;3;0,2;186;12,4;933,30%;0,10%
423321;Mollete;MEC;155,66037;305;0;(en blanco);4;11/01/2025;637;14,7;221;14,7;2.008;33,5;56;3,7;510;34;394,60%;0,70%
423611;Alcachofa Semillada con Sésamo 4,35%;VIME;192,76761;243;0;(en blanco);36;(en blanco);(en blanco);;;;75;1,3;;;;;;
425351;Payesito Mondat;MEC;192,67272;77;0;(en blanco);1;11/01/2025;401;1,4;21;1,4;245;4,1;27;1,8;25;1,7;77,80%;7,20%
430101;Pan Bocadillo Sin Sal Añadida Easy;MEC;187,00569;56;0;(en blanco);0;(en blanco);(en blanco);;;;112;1,9;;;;;;
430301;Panecillo Semillas Easy;VIME;127,17655;277;0;(en blanco);0;(en blanco);(en blanco);;;;2;0;;;;;;
430401;Mini Panecillo Easy;VIME;134,85559;1098;0;(en blanco);2;13/01/2025;411;37,7;566;37,7;3.983;66,4;24;1,6;474;31,6;2358,30%;0,30%
430621;Pepito Easy;MEC;166,2776;2226;0;(en blanco);644;14/01/2025;2020;1,2;18;1,2;8.834;147,2;1.834;122,3;3.361;224,1;1,00%;3,60%
430702;Panecito Ecológico Easy;MEC;158,42696;1949;0;(en blanco);319;14/01/2025;639;0,1;2;0,1;4.257;71;1.671;111,4;3.495;233;0,10%;3,20%
430731;Panecito Easy;MEC;158,31932;708;0;(en blanco);816;15/01/2025;980;7,4;111;7,4;10.507;175,1;1.385;92,3;2.258;150,5;8,00%;4,10%
431610;Bollito 100% Integral Easy Pack 8 unidades;VIME;136,00086;289;0;(en blanco);112;13/01/2025;273;4,5;68;4,5;742;12,4;91;6,1;252;16,8;74,70%;2,40%
432111;Pepito Sin Sal Añadida Easy;MEC;166,22628;64;0;(en blanco);0;14/01/2025;514;2,1;31;2,1;1.699;28,3;453;30,2;390;26;6,80%;7,70%
432211;Pepito con Salvado Easy;MEC;166,21578;649;0;(en blanco);240;15/01/2025;353;5,1;76;5,1;2.306;38,4;437;29,1;1.305;87;17,40%;2,20%
432311;Pepito con Salvado Sin Sal Añadida Easy;MEC;166,21039;260;0;(en blanco);0;(en blanco);(en blanco);1,5;23;1,5;670;11,2;241;16,1;222;14,8;9,50%;7,20%
432421;Bollo Easy;MEC;149,60847;495;0;(en blanco);0;14/01/2025;311;3,5;52;3,5;1.445;24,1;363;24,2;770;51,3;14,30%;3,10%
432501;Pan Bocadillo con Salvado Easy;MEC;187,00706;0;0;(en blanco);0;(en blanco);(en blanco);;;;101;1,7;;;;;;
432821;Pan Bocadillo Easy;MEC;169,99643;547;0;(en blanco);0;14/01/2025;515;10,9;163;10,9;2.528;42,1;288;19,2;487;32,5;56,60%;3,90%
432911;Panecito con Salvado Easy;MEC;158,39643;251;0;(en blanco);4;15/01/2025;334;7,7;116;7,7;2.891;48,2;435;29;740;49,3;26,70%;3,90%
433701;Bollito Easy Pack de 8 Uds;VIME;133,91913;769;0;(en blanco);0;(en blanco);(en blanco);0,3;4;0,3;354;5,9;42;2,8;98;6,5;9,50%;2,90%
434011;Panecito Sin Sal Añadida Easy;MEC;158,39017;349;0;(en blanco);0;(en blanco);(en blanco);5,6;84;5,6;1.001;16,7;330;22;320;21,3;25,50%;6,90%
434111;Panecito con Salvado Sin Sal Añadida Easy;MEC;158,40635;251;0;392;0;15/01/2025;321;;;;396;6,6;168;11,2;;;;0,00%
434201;Viena Easy;MEC;185,45964;891;0;(en blanco);0;15/01/2025;572;17;255;17;3.324;55,4;420;28;696;46,4;60,70%;4,00%
434721;Bollito Easy;VIME;134,85559;166;0;(en blanco);280;13/01/2025;411;15,5;233;15,5;2.681;44,7;518;34,5;873;58,2;45,00%;4,00%
435711;Rombito Integral 100%;VIME;122,40097;147;0;(en blanco);0;(en blanco);(en blanco);1,7;25;1,7;198;3,3;;;;;0,00%;
436011;Rombito Rústico;VIME;133,84615;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;8;0,5;;
436701;Mollete Multicereal con Quinoa (3%);MEC;134,87342;23;0;(en blanco);0;(en blanco);(en blanco);0,1;1;0,1;39;0,7;;;;;0,00%;
438801;Panecillo con Semillas;VIME;138,83391;41;0;140;0;(en blanco);(en blanco);2,9;44;2,9;378;6,3;58;3,9;18;1,2;75,90%;21,50%
453211;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;4.816;321,1;3.080;205,3;;10,40%
453221;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;2.744;182,9;6.356;423,7;;2,90%
453223;Panecillo 100% Integral;VIME;102,00064;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;252;16,8;;
453233;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;1;0;;;;;;
453241;Panecillo 100% Integral;VIME;113,63273;120;0;(en blanco);0;(en blanco);(en blanco);3,7;56;3,7;438;7,3;;;;;0,00%;
453243;Panecillo 100% Integral;VIME;123,95874;940;0;525;560;(en blanco);(en blanco);11,6;174;11,6;1.150;19,2;;;;;0,00%;
453251;Panecillo 100% Integral;VIME;118,69587;1400;0;224;1148;13/01/2025;1818;39,2;588;39,2;21.868;364,5;;;;;0,00%;
454001;Panecillo 100% Integral;VIME;98,9047;0;0;(en blanco);0;(en blanco);(en blanco);;;;155;2,6;3;0,2;7;0,5;;2,90%
5718540;Panecillo con  Semillas;VIME;138,85714;291;0;1540;392;11/01/2025;1768;54,1;812;54,1;16.857;281;1.992;132,8;3.085;205,7;40,80%;4,30%
5718619;Pulguita;MEC;160,291;605;0;1428;420;16/01/2025;2116;3,7;56;3,7;10.612;176,9;4.007;267,1;3.366;224,4;1,40%;7,90%
5720811;Baguetina Cereales;VIME;107,09612;186;0;672;112;11/01/2025;1549;48,5;728;48,5;13.273;221,2;;;;;0,00%;
604301;Pepito Easy Pack 5 uds;MEC;166,21437;198;0;(en blanco);0;(en blanco);(en blanco);0,7;11;0,7;191;3,2;;;;;0,00%;
Total general;;;;;;;;;;403,7;6055;403,7;141.049;2.350,80;33.687;2.245,80;49.684;3.312,30;18,00%;4,50%
