Fecha;04/02/2025 15:30:01;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
COD_ART;NOM_ART;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15 AA/ +15 AA
401423;Barra Castellana;MEC;120,91656;0;0;(en blanco);0;(en blanco);(en blanco);9,2;138;9,2;202;3,4;;;224;14,9;0,0 %;-100,0 %
401871;Bollo;MEC;182,74111;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;0;0,0;;0,0 %
401881;Bollo;MEC;205,58375;283;0;(en blanco);40;05/02/2025;425;36,0;540;36,0;1.806;30,1;511;34,1;354;23,6;5,7 %;44,4 %
402011;Viena Mondat 145 gr;MEC;246,74846;302;0;(en blanco);39;30/01/2025;961;131,5;1973;131,5;7.382;123,0;814;54,3;2.381;158,7;142,4 %;-65,8 %
402801;Viena;MEC;224,44444;59;0;(en blanco);308;05/02/2025;467;;;;420;7,0;337;22,5;;;-100,0 %;0,0 %
403341;Barra de Viena;MEC;242,1118;690;0;(en blanco);34;30/01/2025;523;69,7;1046;69,7;3.938;65,6;1.779;118,6;1.459;97,3;-41,2 %;21,9 %
403801;Mini Viena Andaluza;MEC;205,70099;408;0;(en blanco);9;30/01/2025;65;29,6;444;29,6;1.471;24,5;461;30,7;261;17,4;-3,7 %;76,6 %
404903;Viena 170g;MEC;186,988;23;0;(en blanco);0;(en blanco);(en blanco);4,3;64;4,3;224;3,7;;;96;6,4;0,0 %;-100,0 %
405121;Miniatura con Salvado;MEC;196,35943;57;0;324;0;(en blanco);(en blanco);1,3;19;1,3;36;0,6;25;1,7;12;0,8;-24,0 %;108,3 %
405621;Media Baguette con Salvado;MEC;138,09507;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1;0,1;;;-100,0 %;0,0 %
406002;Panecito Integral 100% Ecológico Easy;MEC;136,80039;382;28;(en blanco);20;04/02/2025;418;72,7;1091;72,7;2.361;39,4;696;46,4;792;52,8;56,8 %;-12,1 %
406301;Viena Mondat con Salvado 145 gr;MEC;224,3976;539;0;(en blanco);28;05/02/2025;453;52,6;789;52,6;2.796;46,6;690;46,0;838;55,9;14,3 %;-17,7 %
406401;Viena con Salvado Pequeña;MEC;205,7429;829;0;(en blanco);11;(en blanco);(en blanco);24,7;370;24,7;2.001;33,4;422;28,1;596;39,7;-12,3 %;-29,2 %
406501;Bollo 100 % Integral;MEC;187,00422;30;0;(en blanco);0;(en blanco);(en blanco);1,1;17;1,1;66;1,1;64;4,3;23;1,5;-73,4 %;178,3 %
407401;Bollo Rústico Semillado;VIME;130,89849;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;100;6,7;114;7,6;-100,0 %;-12,3 %
407411;Bollo Rústico Semillado;VIME;130,89596;308;0;(en blanco);4;30/01/2025;0;3,9;58;3,9;205;3,4;;;;;0,0 %;
411001;Chapata Mini;VIME;134,71253;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;62;4,1;9;0,6;-100,0 %;588,9 %
421702;Barra de Viena Ecológica Easy;MEC;180,00603;235;0;(en blanco);0;04/02/2025;376;34,5;517;34,5;1.226;20,4;;;;;0,0 %;
422002;Barra de Viena 15%  Integral  Ecológico Easy;MEC;179,99915;208;0;(en blanco);0;(en blanco);(en blanco);10,6;159;10,6;432;7,2;;;;;0,0 %;
423111;Panecillo con Cereales y Semillas;VIME;155,78171;129;0;(en blanco);12;(en blanco);(en blanco);8,6;129;8,6;740;12,3;;;;;0,0 %;
423301;Mollete Pack 4 UDS;MEC;167,3356;96;0;(en blanco);0;(en blanco);(en blanco);;;;84;1,4;133;8,9;147;9,8;-100,0 %;-9,5 %
423321;Mollete;MEC;155,66037;625;0;(en blanco);15;30/01/2025;147;42,9;643;42,9;2.031;33,9;251;16,7;240;16,0;156,2 %;4,6 %
423611;Alcachofa Semillada con Sésamo 4,35%;VIME;192,76761;205;0;(en blanco);1;(en blanco);(en blanco);0,1;1;0,1;116;1,9;;;;;0,0 %;
425201;Baguetina Cereales;VIME;152,99915;0;0;(en blanco);0;(en blanco);(en blanco);0,8;12;0,8;12;0,2;;;;;0,0 %;
425351;Payesito Mondat;MEC;192,67272;238;0;(en blanco);7;(en blanco);(en blanco);2,9;44;2,9;246;4,1;31;2,1;50;3,3;41,9 %;-38,0 %
430101;Pan Bocadillo Sin Sal Añadida Easy;MEC;187,00569;56;0;(en blanco);0;(en blanco);(en blanco);;;;223;3,7;;;;;;
430301;Panecillo Semillas Easy;VIME;127,17655;109;0;(en blanco);3;06/02/2025;775;8,2;123;8,2;173;2,9;;;;;0,0 %;
430401;Mini Panecillo Easy;VIME;134,85559;453;0;(en blanco);5;03/02/2025;411;126,7;1901;126,7;4.260;71,0;81;5,4;5;0,3;2246,9 %;1520,0 %
430621;Pepito Easy;MEC;166,2776;1246;0;624;587;04/02/2025;1511;211,5;3172;211,5;10.997;183,3;2.787;185,8;3.020;201,3;13,8 %;-7,7 %
430702;Panecito Ecológico Easy;MEC;158,42696;752;0;(en blanco);192;04/02/2025;809;124,6;1869;124,6;5.010;83,5;3.094;206,3;3.254;216,9;-39,6 %;-4,9 %
430731;Panecito Easy;MEC;158,31932;436;28;(en blanco);83;04/02/2025;1451;305,9;4589;305,9;13.153;219,2;2.001;133,4;2.254;150,3;129,3 %;-11,2 %
431610;Bollito 100% Integral Easy Pack 8 unidades;VIME;136,00086;241;0;420;90;(en blanco);(en blanco);8,5;128;8,5;834;13,9;196;13,1;216;14,4;-34,7 %;-9,3 %
432111;Pepito Sin Sal Añadida Easy;MEC;166,22628;564;0;(en blanco);1;04/02/2025;514;37,9;569;37,9;1.861;31,0;589;39,3;450;30,0;-3,4 %;30,9 %
432211;Pepito con Salvado Easy;MEC;166,21578;668;0;168;269;(en blanco);(en blanco);28,8;432;28,8;2.486;41,4;797;53,1;789;52,6;-45,8 %;1,0 %
432311;Pepito con Salvado Sin Sal Añadida Easy;MEC;166,21039;370;0;(en blanco);0;(en blanco);(en blanco);25,8;387;25,8;1.241;20,7;321;21,4;110;7,3;20,6 %;191,8 %
432421;Bollo Easy;MEC;149,60847;486;0;(en blanco);2;05/02/2025;311;24,3;365;24,3;1.785;29,8;561;37,4;467;31,1;-34,9 %;20,1 %
432501;Pan Bocadillo con Salvado Easy;MEC;187,00706;0;0;(en blanco);0;(en blanco);(en blanco);;;;101;1,7;;;;;;
432821;Pan Bocadillo Easy;MEC;169,99643;792;0;(en blanco);10;05/02/2025;343;38,3;575;38,3;2.720;45,3;882;58,8;523;34,9;-34,8 %;68,6 %
432911;Panecito con Salvado Easy;MEC;158,39643;161;362;(en blanco);4;(en blanco);(en blanco);23,9;358;23,9;1.994;33,2;475;31,7;547;36,5;-24,6 %;-13,2 %
433701;Bollito Easy Pack de 8 Uds;VIME;133,91913;164;0;588;0;(en blanco);(en blanco);2,3;35;2,3;281;4,7;67;4,5;55;3,7;-47,8 %;21,8 %
434011;Panecito Sin Sal Añadida Easy;MEC;158,39017;353;0;(en blanco);0;04/02/2025;331;21,9;328;21,9;1.329;22,2;308;20,5;145;9,7;6,5 %;112,4 %
434111;Panecito con Salvado Sin Sal Añadida Easy;MEC;158,40635;104;0;392;0;(en blanco);(en blanco);7,5;112;7,5;476;7,9;;;;;0,0 %;
434201;Viena Easy;MEC;185,45964;650;0;(en blanco);24;05/02/2025;381;72,0;1080;72,0;3.578;59,6;693;46,2;870;58,0;55,8 %;-20,3 %
434721;Bollito Easy;VIME;134,85559;641;0;(en blanco);11;(en blanco);(en blanco);37,1;556;37,1;3.273;54,6;820;54,7;1.079;71,9;-32,2 %;-24,0 %
435711;Rombito Integral 100%;VIME;122,40097;65;0;(en blanco);0;(en blanco);(en blanco);3,7;55;3,7;231;3,9;;;;;0,0 %;
436011;Rombito Rústico;VIME;133,84615;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;4;0,3;;;-100,0 %;0,0 %
436701;Mollete Multicereal con Quinoa (3%);MEC;134,87342;270;0;(en blanco);0;(en blanco);(en blanco);0,3;5;0,3;13;0,2;;;;;0,0 %;
438801;Panecillo con Semillas;VIME;138,83391;230;0;56;4;(en blanco);(en blanco);10,0;150;10,0;464;7,7;18;1,2;59;3,9;733,3 %;-69,5 %
453211;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;6.804;453,6;10.754;716,9;-100,0 %;-36,7 %
453221;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;2.156;143,7;;;-100,0 %;0,0 %
453233;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;1;0,0;;;;;;
453241;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);6,3;94;6,3;571;9,5;;;;;0,0 %;
453243;Panecillo 100% Integral;VIME;123,95874;502;2;441;4;(en blanco);(en blanco);45,9;689;45,9;1.658;27,6;;;;;0,0 %;
453251;Panecillo 100% Integral;VIME;118,69587;0;308;252;588;03/02/2025;978;272,7;4090;272,7;16.298;271,6;;;;;0,0 %;
454001;Panecillo 100% Integral;VIME;98,9047;0;0;(en blanco);0;(en blanco);(en blanco);;;;29;0,5;20;1,3;23;1,5;-100,0 %;-13,0 %
5718540;Panecillo con  Semillas;VIME;138,85714;270;0;868;756;31/01/2025;2181;163,2;2448;163,2;17.148;285,8;3.053;203,5;4.228;281,9;-19,8 %;-27,8 %
5718619;Pulguita;MEC;160,291;79;0;1120;588;05/02/2025;1792;134,3;2014;134,3;13.914;231,9;5.071;338,1;5.099;339,9;-60,3 %;-0,5 %
5720811;Baguetina Cereales;VIME;107,09612;145;0;1204;784;30/01/2025;1435;184,7;2771;184,7;11.899;198,3;;;;;0,0 %;
604301;Pepito Easy Pack 5 uds;MEC;166,21437;121;0;(en blanco);2;(en blanco);(en blanco);3,7;56;3,7;208;3,5;;;;;0,0 %;
Total general;;;;;;;;;;2.607,3;39110;2.607,3;154.597;2.576,6;43.961;2.930,7;52.080;3.472,0;-11,0 %;-15,6 %
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
