Fecha;20/01/2025 14:42;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
COD_ART;NOM_ART;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA
421802;Bollo Ecológico Easy;MEC;163,20404;691;0;(en blanco);0;(en blanco);(en blanco);;;;686;11,4;;;;;;
422002;Barra de Viena 15%  Integral  Ecológico Easy;MEC;179,99915;309;0;(en blanco);0;(en blanco);(en blanco);;;;383;6,4;;;;;;
423111;Panecillo con Cereales y Semillas;VIME;155,78171;432;0;(en blanco);9;(en blanco);(en blanco);;;;707;11,8;;;;;;
423301;Mollete Pack 4 UDS;MEC;167,3356;110;0;(en blanco);0;(en blanco);(en blanco);;;;112;1,9;100;6,7;133;8,9;;5,00%
423321;Mollete;MEC;155,66037;632;0;(en blanco);247;(en blanco);(en blanco);;;;1.722;28,7;388;25,9;251;16,7;;10,30%
423611;Alcachofa Semillada con Sésamo 4,35%;VIME;192,76761;206;0;(en blanco);0;(en blanco);(en blanco);;;;75;1,3;;;;;;
425351;Payesito Mondat;MEC;192,67272;326;0;(en blanco);3;(en blanco);(en blanco);;;;219;3,7;17;1,1;31;2,1;;3,70%
430101;Pan Bocadillo Sin Sal Añadida Easy;MEC;187,00569;56;0;(en blanco);0;(en blanco);(en blanco);;;;112;1,9;;;;;;
430301;Panecillo Semillas Easy;VIME;127,17655;145;0;(en blanco);20;(en blanco);(en blanco);;;;2;0;;;;;;
430401;Mini Panecillo Easy;VIME;134,85559;436;0;(en blanco);450;21/01/2025;542;;;;3.493;58,2;444;29,6;81;5,4;;36,50%
430621;Pepito Easy;MEC;166,2776;1259;0;(en blanco);5;22/01/2025;2003;;;;7.897;131,6;2.536;169,1;2.787;185,8;;6,10%
430702;Panecito Ecológico Easy;MEC;158,42696;1505;0;(en blanco);261;21/01/2025;639;;;;3.491;58,2;3.052;203,5;3.094;206,3;;6,60%
430731;Panecito Easy;MEC;158,31932;344;0;(en blanco);166;22/01/2025;1282;;;;8.884;148,1;2.132;142,1;2.001;133,4;;7,10%
431610;Bollito 100% Integral Easy Pack 8 unidades;VIME;136,00086;220;0;(en blanco);0;20/01/2025;420;;;;690;11,5;99;6,6;196;13,1;;3,40%
432111;Pepito Sin Sal Añadida Easy;MEC;166,22628;300;0;(en blanco);0;21/01/2025;343;;;;1.355;22,6;487;32,5;589;39,3;;5,50%
432211;Pepito con Salvado Easy;MEC;166,21578;766;0;(en blanco);0;22/01/2025;353;;;;1.804;30,1;782;52,1;797;53,1;;6,50%
432311;Pepito con Salvado Sin Sal Añadida Easy;MEC;166,21039;98;0;(en blanco);0;22/01/2025;340;;;;670;11,2;308;20,5;321;21,4;;6,40%
432421;Bollo Easy;MEC;149,60847;505;0;(en blanco);0;(en blanco);(en blanco);;;;1.365;22,8;588;39,2;561;37,4;;7,00%
432501;Pan Bocadillo con Salvado Easy;MEC;187,00706;0;0;(en blanco);0;(en blanco);(en blanco);;;;101;1,7;;;;;;
432821;Pan Bocadillo Easy;MEC;169,99643;955;0;(en blanco);5;22/01/2025;343;;;;2.066;34,4;324;21,6;882;58,8;;2,40%
432911;Panecito con Salvado Easy;MEC;158,39643;481;0;(en blanco);4;(en blanco);(en blanco);;;;2.544;42,4;809;53,9;475;31,7;;11,40%
433701;Bollito Easy Pack de 8 Uds;VIME;133,91913;757;0;(en blanco);0;(en blanco);(en blanco);;;;267;4,5;70;4,7;67;4,5;;7,00%
434011;Panecito Sin Sal Añadida Easy;MEC;158,39017;125;0;(en blanco);0;21/01/2025;331;;;;947;15,8;174;11,6;308;20,5;;3,80%
434111;Panecito con Salvado Sin Sal Añadida Easy;MEC;158,40635;251;0;392;0;(en blanco);(en blanco);;;;336;5,6;168;11,2;;;;0,00%
434201;Viena Easy;MEC;185,45964;1085;0;(en blanco);158;(en blanco);(en blanco);;;;2.995;49,9;625;41,7;693;46,2;;6,00%
434721;Bollito Easy;VIME;134,85559;50;0;(en blanco);4;21/01/2025;542;;;;2.431;40,5;513;34,2;820;54,7;;4,20%
435711;Rombito Integral 100%;VIME;122,40097;138;0;(en blanco);2;(en blanco);(en blanco);;;;176;2,9;;;;;;
436011;Rombito Rústico;VIME;133,84615;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;4;0,3;4;0,3;;6,70%
436701;Mollete Multicereal con Quinoa (3%);MEC;134,87342;274;0;(en blanco);0;(en blanco);(en blanco);;;;36;0,6;;;;;;
438801;Panecillo con Semillas;VIME;138,83391;94;0;140;56;(en blanco);(en blanco);;;;343;5,7;23;1,5;18;1,2;;8,50%
453211;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1.344;89,6;6.804;453,6;;1,30%
453221;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;6.944;462,9;2.156;143,7;;21,50%
453223;Panecillo 100% Integral;VIME;102,00064;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;252;16,8;;;;0,00%
453233;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;1;0;;;;;;
453241;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;438;7,3;;;;;;
453243;Panecillo 100% Integral;VIME;123,95874;352;0;525;252;(en blanco);(en blanco);;;;904;15,1;;;;;;
453251;Panecillo 100% Integral;VIME;118,69587;1764;0;224;896;20/01/2025;1777;;;;17.584;293,1;;;;;;
454001;Panecillo 100% Integral;VIME;98,9047;0;0;(en blanco);0;(en blanco);(en blanco);;;;115;1,9;4;0,3;20;1,3;;1,30%
5718540;Panecillo con  Semillas;VIME;138,85714;952;0;560;392;17/01/2025;1649;;;;15.961;266;1.380;92;3.053;203,5;;3,00%
5718619;Pulguita;MEC;160,291;245;0;2016;476;23/01/2025;1620;;;;9.716;161,9;2.779;185,3;5.071;338,1;;3,70%
5720811;Baguetina Cereales;VIME;107,09612;297;0;1344;980;17/01/2025;988;;;;12.321;205,4;;;;;;
604301;Pepito Easy Pack 5 uds;MEC;166,21437;177;0;(en blanco);0;(en blanco);(en blanco);;;;173;2,9;;;;;;
Total general;;;;;;;;;;;;;124.109;2.068,50;41.828;2.788,50;43.961;2.930,70;;6,30%
