Fecha;17/01/2025 14:13;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
COD_ART;NOM_ART;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA
436701;Mollete Multicereal con Quinoa (3%);MEC;134,87342;275;0;(en blanco);0;17/01/2025;277;;;;38;0,6;;;;;;
438801;Panecillo con Semillas;VIME;138,83391;105;0;140;85;(en blanco);(en blanco);;;;377;6,3;46;3,1;21;1,4;;14,60%
453211;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;3.976;265,1;5.208;347,2;;5,10%
453221;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;4.620;308;4.480;298,7;;6,90%
453223;Panecillo 100% Integral;VIME;102,00064;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;252;16,8;;;;0,00%
453233;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;1;0;;;;;;
453241;Panecillo 100% Integral;VIME;113,63273;120;0;(en blanco);0;(en blanco);(en blanco);;;;438;7,3;;;;;;
453243;Panecillo 100% Integral;VIME;123,95874;352;0;525;420;(en blanco);(en blanco);;;;1.150;19,2;;;;;;
453251;Panecillo 100% Integral;VIME;118,69587;616;0;224;504;(en blanco);(en blanco);;;;20.636;343,9;;;;;;
454001;Panecillo 100% Integral;VIME;98,9047;0;0;(en blanco);0;(en blanco);(en blanco);;;;155;2,6;4;0,3;17;1,1;;1,60%
5718540;Panecillo con  Semillas;VIME;138,85714;214;0;224;252;17/01/2025;1701;;;;16.857;281;2.751;183,4;3.026;201,7;;6,10%
5718619;Pulguita;MEC;160,291;245;0;1232;140;16/01/2025;1468;;;;10.612;176,9;4.542;302,8;4.568;304,5;;6,60%
5720811;Baguetina Cereales;VIME;107,09612;118;0;756;28;17/01/2025;904;;;;13.273;221,2;;;;;;
604301;Pepito Easy Pack 5 uds;MEC;166,21437;184;0;(en blanco);0;(en blanco);(en blanco);;;;183;3,1;;;;;;
Total general;;;;;;;;;;;;;136.226;2.270,40;44.765;2.984,30;47.313;3.154,20;;6,30%
