Fecha;21/01/2025 14:05;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
COD_ART;NOM_ART;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA
434201;Viena Easy;MEC;185,45964;968;0;(en blanco);49;(en blanco);(en blanco);;;;2.900;48,3;625;41,7;732;48,8;;5,70%
434721;Bollito Easy;VIME;134,85559;539;0;(en blanco);9;20/01/2025;318;;;;2.391;39,9;513;34,2;855;57;;4,00%
435711;Rombito Integral 100%;VIME;122,40097;137;0;(en blanco);2;(en blanco);(en blanco);;;;168;2,8;;;;;;
436011;Rombito Rústico;VIME;133,84615;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;4;0,3;4;0,3;;6,70%
436701;Mollete Multicereal con Quinoa (3%);MEC;134,87342;274;0;(en blanco);0;(en blanco);(en blanco);;;;36;0,6;;;;;;
438801;Panecillo con Semillas;VIME;138,83391;88;0;140;85;(en blanco);(en blanco);;;;314;5,2;23;1,5;24;1,6;;6,40%
453211;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1.344;89,6;7.756;517,1;;1,20%
453221;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;6.944;462,9;2.156;143,7;;21,50%
453223;Panecillo 100% Integral;VIME;102,00064;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;252;16,8;;;;0,00%
453233;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;1;0;;;;;;
453241;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;438;7,3;;;;;;
453243;Panecillo 100% Integral;VIME;123,95874;352;0;525;224;(en blanco);(en blanco);;;;807;13,5;;;;;;
453251;Panecillo 100% Integral;VIME;118,69587;2044;0;224;252;20/01/2025;237;;;;17.248;287,5;;;;;;
454001;Panecillo 100% Integral;VIME;98,9047;0;0;(en blanco);0;(en blanco);(en blanco);;;;115;1,9;4;0,3;20;1,3;;1,30%
5718540;Panecillo con  Semillas;VIME;138,85714;224;0;952;392;24/01/2025;1134;;;;15.429;257,2;1.380;92;3.053;203,5;;3,00%
5718619;Pulguita;MEC;160,291;77;0;2016;476;23/01/2025;1620;;;;9.184;153,1;2.779;185,3;5.074;338,3;;3,70%
5720811;Baguetina Cereales;VIME;107,09612;129;0;1344;980;24/01/2025;879;;;;11.873;197,9;;;;;;
604301;Pepito Easy Pack 5 uds;MEC;166,21437;173;0;(en blanco);0;(en blanco);(en blanco);;;;168;2,8;;;;;;
Total general;;;;;;;;;;;;;118.878;1.981,30;41.828;2.788,50;47.959;3.197,30;;5,80%
